shopId,shopName,shopLatitude,shopLongitude,SDAddress,SDCategory,SDConsumption,SDTelephone,SDRate,SDDeliciousRate,SDServiceRate,SDEnvRate,SDRateCount,SDWatchCount,SDBookmarkCount,shopUrl
106246,?????????,24.68763501,121.719335,???????????888?,????,1003,03-955-9110,45,17,17,18,38,103788,396,http://www.ipeen.com.tw/shop/106246
37965,?????,24.67641301,121.766013,?????????185-1?,????,65,03-954-0262,45,15,12,10,50,102254,125,http://www.ipeen.com.tw/shop/37965
56202,?????,24.85769195,121.8225939,?????????42?,????,193,03-977-7377,45,16,14,12,31,106794,487,http://www.ipeen.com.tw/shop/56202
51821,???-???,24.750846,121.750734,???????????17?,???????,152,03-933-4536,45,16,16,14,39,182286,86,http://www.ipeen.com.tw/shop/51821
1028564,?????,24.82604551,121.7705322,?????????23?,????,NULL,03-9886-730,45,15,15,13,9,1870427,31,http://www.ipeen.com.tw/shop/1028564
149,???????,24.75124298,121.740037,???????????58?,????,595,03-932-4414,45,17,15,14,39,2787261,173,http://www.ipeen.com.tw/shop/149
959530,??????,24.83679031,121.7858152,???????????72?,???,680,03-987-3222,45,16,13,14,37,2589628,135,http://www.ipeen.com.tw/shop/959530
33955,?????,24.583552,121.864713,?????????9?,????,62,03-996-3961,45,14,11,9,45,77006,111,http://www.ipeen.com.tw/shop/33955
37271,?????????,24.69241502,121.770052,???????????230?(??????),??????,474,03-957-3388,45,17,15,14,57,258029,145,http://www.ipeen.com.tw/shop/37271
57005,??????????,24.8593964,121.8222213,????????????59?,???????,27,None,45,17,14,12,33,199207,196,http://www.ipeen.com.tw/shop/57005
24627,?????????,24.74970702,121.745953,???????????168?,???,526,03-933-4000,45,14,12,12,40,812465,364,http://www.ipeen.com.tw/shop/24627
939182,?????,24.75663311,121.757458,?????????32?,?????,45,03-935-6137,45,18,17,14,31,39930,115,http://www.ipeen.com.tw/shop/939182
37926,?????,24.75719201,121.754394,?????????24?,????,59,03-932-9652,45,16,12,10,37,219802,338,http://www.ipeen.com.tw/shop/37926
164,??????,24.72989801,121.712827,????????????1-10?,????,496,03-922-5990,45,15,13,15,43,184487,121,http://www.ipeen.com.tw/shop/164
51918,???????,24.677172,121.770671,?????????26?6?,????,63,03-954-0736,45,16,14,12,32,59744,327,http://www.ipeen.com.tw/shop/51918
647090,??????-???,24.83154312,121.775558,?????????20?,??????,194,03-988-7225,45,11,11,13,40,44319,141,http://www.ipeen.com.tw/shop/647090
56931,??????,24.59614501,121.850267,???????????98-1?,???????,115,03-996-3034,45,17,13,11,35,177642,132,http://www.ipeen.com.tw/shop/56931
1053108,??-Café-de-Samuel,24.79770531,121.7881196,????????????17?,????,365,03-987-0225,45,15,15,18,29,3481004,78,http://www.ipeen.com.tw/shop/1053108
951824,??????,24.85755401,121.825153,???????????177?,????,123,03-977-8199,45,16,14,16,28,46288,252,http://www.ipeen.com.tw/shop/951824
62153,?????????,24.82629001,121.773083,???????????131?(????),????,86,03-988-4665,45,12,11,10,36,71320,177,http://www.ipeen.com.tw/shop/62153
49416,????,24.75377702,121.636289,?????????21-8?,??????,448,03-922-8966,45,14,13,17,37,108775,158,http://www.ipeen.com.tw/shop/49416
48276,????-??-????,24.67560181,121.7690092,?????????100?,????,74,0937-454-218,45,13,13,10,43,92622,102,http://www.ipeen.com.tw/shop/48276
44923,??????,24.67721601,121.768411,??????????????,????,28,0911-828-258,45,13,12,10,31,64841,80,http://www.ipeen.com.tw/shop/44923
44433,???,24.67452101,121.767026,??????????113-1?,????,125,03-954-2481,45,14,10,10,20,41500,429,http://www.ipeen.com.tw/shop/44433
943190,??????,24.74905702,121.7796221,?????????6-41?,????,783,03-937-1234,45,17,15,16,28,5930428,88,http://www.ipeen.com.tw/shop/943190
106615,????????,24.78053002,121.69634,????????????68?,??????,312,03-922-6639,45,16,13,12,25,174640,232,http://www.ipeen.com.tw/shop/106615
59525,?????,24.74992332,121.7436613,?????????385?,?????,66,03-933-0113,45,17,15,13,26,58401,243,http://www.ipeen.com.tw/shop/59525
991330,?????,24.67376872,121.7670176,??????????271?,????,317,0960-882-281,50,19,18,19,22,31424,185,http://www.ipeen.com.tw/shop/991330
603030,???CASA,24.579102,121.872247,?????????102?,???,156,03-997-2722,45,15,15,18,23,43502,330,http://www.ipeen.com.tw/shop/603030
41379,???????,24.74419002,121.725054,???????????269?,????,56,03-922-3717,45,15,10,8,24,58959,146,http://www.ipeen.com.tw/shop/41379
84056,??????,24.85665001,121.824399,???????????123?,????,83,03-977-4476,40,12,8,7,45,65596,127,http://www.ipeen.com.tw/shop/84056
43942,??????,24.66157801,121.621616,???????????305???,????,43,0955-259-523,45,13,9,7,27,71478,23,http://www.ipeen.com.tw/shop/43942
599742,????,24.7706833,121.7226334,??????????19?3?,???,227,03-923-0171,45,12,13,17,32,41806,125,http://www.ipeen.com.tw/shop/599742
150729,??????,24.75806901,121.757927,?????????(?????),????,99,None,45,16,13,11,33,59544,65,http://www.ipeen.com.tw/shop/150729
87883,?????,24.83662751,121.7858512,???????????39?,????,282,039-888-119,45,15,10,10,31,98922,114,http://www.ipeen.com.tw/shop/87883
145413,??20M???,24.5791061,121.872438,?????????108?,????,205,03-997-3818,45,13,15,18,26,101638,322,http://www.ipeen.com.tw/shop/145413
38064,????????-???,24.672574,121.769905,?????????7?,????,62,03-954-5309,45,17,14,10,32,92486,145,http://www.ipeen.com.tw/shop/38064
64347,LIVE????,24.754543,121.771921,????????????708?,??????,621,03-938-8677,45,17,16,17,32,234211,159,http://www.ipeen.com.tw/shop/64347
91054,??????,24.760685,121.752307,??????????148?,????,61,03-933-2428,45,14,11,11,35,33971,59,http://www.ipeen.com.tw/shop/91054
937668,Natural-??-??,24.58326895,121.8655385,?????????129?,???,61,03-995-5663,45,18,18,18,21,40099,232,http://www.ipeen.com.tw/shop/937668
137687,????,24.645634,121.732634,??????????75?26?,????,205,03-961-5605,45,14,15,18,33,214641,196,http://www.ipeen.com.tw/shop/137687
70941,?????,24.66181711,121.621672,??????????????318?,????,34,03-989-2203,45,15,14,9,31,47267,51,http://www.ipeen.com.tw/shop/70941
33957,???????,24.67625501,121.769482,?????????136?,????,81,03-954-7533,45,19,14,12,18,85963,326,http://www.ipeen.com.tw/shop/33957
1040598,????,24.62589421,121.7429182,????????????73?33?,????,314,None,45,13,14,18,26,83277,94,http://www.ipeen.com.tw/shop/1040598
22287,????,24.62637001,121.742262,?????????73?33?,????,763,03-958-5333,45,15,18,19,13,227681,746,http://www.ipeen.com.tw/shop/22287
606860,?????????,24.82823001,121.774101,?????????48?,???,495,03-988-6531,45,16,14,14,29,64738,397,http://www.ipeen.com.tw/shop/606860
56208,????????,24.82144461,121.769886,??????????????????????,????,46,0919-214-781,45,17,12,11,33,65732,124,http://www.ipeen.com.tw/shop/56208
119579,?????,24.63389113,121.7913222,???????????986?,????,32,0926-825-349,45,17,15,12,16,25024,409,http://www.ipeen.com.tw/shop/119579
43743,?????,24.82753501,121.772007,???????????69?,????,109,03-987-4600,45,15,13,14,34,75381,113,http://www.ipeen.com.tw/shop/43743
33954,?????,24.75800101,121.752454,?????????8?,????,40,03-933-1702,45,14,12,10,23,83118,164,http://www.ipeen.com.tw/shop/33954
80144,???????-??????,24.827435,121.757031,????????????69?B1,???,837,03-988-6288#8128,45,16,17,17,30,78673,32,http://www.ipeen.com.tw/shop/80144
40663,?????,24.75795309,121.7588085,?????????30?,????,34,0933-242-981,45,16,15,12,23,76138,97,http://www.ipeen.com.tw/shop/40663
56204,???????,24.84520235,121.8078232,?????????????191?????,????,30,03-978-9234,45,17,14,12,27,123252,99,http://www.ipeen.com.tw/shop/56204
953522,?????,24.6694424,121.7651829,???????????53?,????,288,03-961-5168,45,15,14,17,24,79676,103,http://www.ipeen.com.tw/shop/953522
41919,??????,24.79385402,121.801519,??????????????102?,??????,1282,03-930-8988,45,17,18,18,25,100587,148,http://www.ipeen.com.tw/shop/41919
944116,?????,24.6734152,121.8077791,???????????157?,????,254,03-950-2534,45,14,15,16,33,34416,94,http://www.ipeen.com.tw/shop/944116
47027,????,24.67488102,121.770361,???????????180?,?????,28,03-954-8328,45,17,12,10,18,119380,167,http://www.ipeen.com.tw/shop/47027
939110,??party??,24.68468,121.812338,??????????42?,??????,509,0978-633-271,45,15,17,18,22,88754,189,http://www.ipeen.com.tw/shop/939110
988276,?????,24.74798452,121.7499605,???????????162?,????,NULL,03-935-3158,45,14,13,14,21,3552881,26,http://www.ipeen.com.tw/shop/988276
101902,?????-???,24.81943302,121.769054,???????????68?,???????,209,03-988-5919,45,17,14,15,26,40070,91,http://www.ipeen.com.tw/shop/101902
585025,????,24.75313031,121.7515124,???????????117?(?????),???,353,03-936-8282,45,15,15,18,23,45742,90,http://www.ipeen.com.tw/shop/585025
84984,?????-???,24.7564018,121.7575059,?????????31?,????,114,03-936-9007,45,18,14,13,22,137396,148,http://www.ipeen.com.tw/shop/84984
987520,?????,24.6768546,121.7664726,?????????29-5?,??????,96,03-956-6629,45,16,14,15,15,215588,372,http://www.ipeen.com.tw/shop/987520
979116,??Kaffe,24.67255302,121.765275,?????????32?,????,290,03-955-8281,45,13,15,16,18,2605870,112,http://www.ipeen.com.tw/shop/979116
81589,????-???,24.67601501,121.767815,?????????(????1107?),????,61,03-954-7500,45,13,13,11,27,1271751,46,http://www.ipeen.com.tw/shop/81589
967140,????????,24.66861987,121.6521406,????????????31?,????,304,03-989-4656,45,14,12,12,5,5661612,12,http://www.ipeen.com.tw/shop/967140
595974,?????,24.83001,121.773659,?????????38?,???,770,03-9883-258,45,18,16,15,9,65234,466,http://www.ipeen.com.tw/shop/595974
992698,???????,24.68777562,121.7658341,???????????109?,??????,662,03-955-2682,45,16,15,15,16,229004,213,http://www.ipeen.com.tw/shop/992698
58197,????-???,24.721553,121.738265,?????????59?,??????,271,03-922-0928,45,15,15,15,22,94580,100,http://www.ipeen.com.tw/shop/58197
49995,????????,24.75075712,121.756246,???????????102?,????,67,03-931-5932,45,16,10,8,23,40277,62,http://www.ipeen.com.tw/shop/49995
35672,??,24.675117,121.768914,???????????209?,????,46,03-956-5426,45,15,11,10,19,56803,76,http://www.ipeen.com.tw/shop/35672
150559,??238,24.75081102,121.744145,????????????238?,????,210,03-931-1238,45,16,15,17,20,34983,139,http://www.ipeen.com.tw/shop/150559
120737,???-Mr-Balagov-Eastern-European-Foods-Cafe,24.74970702,121.745953,???????????168-1?,??????,380,03-935-1655,45,16,14,16,20,37245,111,http://www.ipeen.com.tw/shop/120737
617934,DUCK-DOCK????,24.64575911,121.729266,?????????????176?,????,275,03-951-1767,45,16,18,19,22,39898,121,http://www.ipeen.com.tw/shop/617934
40887,????,24.66969001,121.748981,?????????205?,????,65,03-951-2224,45,16,12,11,20,57189,71,http://www.ipeen.com.tw/shop/40887
618392,??????,24.85868591,121.826223,???????????268?,???,28,0955-880-875,45,14,14,13,19,21346,17,http://www.ipeen.com.tw/shop/618392
1015888,CAFE-SLOW-TRAIN??????,24.75386385,121.7565221,???????????23?,????,232,03-931-0623,45,15,15,18,19,118130,64,http://www.ipeen.com.tw/shop/1015888
49295,??????,24.72860202,121.704459,????????????15-1?,??????,416,03-922-2487,45,12,10,13,23,68673,59,http://www.ipeen.com.tw/shop/49295
1044616,????,24.73958141,121.7528286,?????????435?,??????,602,None,45,17,17,18,18,19133,23,http://www.ipeen.com.tw/shop/1044616
39186,???????,24.58235001,121.866587,?????????73?,????,85,03-996-3985,45,15,12,10,23,57689,67,http://www.ipeen.com.tw/shop/39186
153995,?????????,24.83057502,121.775114,?????????36?,???,1569,03-987-2699,45,20,19,18,22,50952,100,http://www.ipeen.com.tw/shop/153995
97,????,24.672213,121.776578,?????????425?,????,266,03-956-7212,45,14,12,14,23,102016,78,http://www.ipeen.com.tw/shop/97
50266,????,24.7580535,121.7587996,???????????,????,29,0913-505-545,45,16,13,11,18,43294,46,http://www.ipeen.com.tw/shop/50266
147053,????,24.75725101,121.754987,?????????121?,?????,33,None,45,16,14,15,18,19684,259,http://www.ipeen.com.tw/shop/147053
46115,???????,24.67730954,121.7630535,?????????2?,????,663,03-951-1615,45,16,14,13,17,74231,38,http://www.ipeen.com.tw/shop/46115
942192,????,24.66823411,121.8196626,???????????140?,???,336,03-950-8657,45,19,16,16,19,45787,86,http://www.ipeen.com.tw/shop/942192
61161,?????,24.63344402,121.713197,?????????438?,????,121,03-951-2263,45,16,14,11,19,94787,39,http://www.ipeen.com.tw/shop/61161
70277,?????-?????,24.67600709,121.7687354,?????????(?????7-11&????),????,24,None,45,14,13,8,16,27585,161,http://www.ipeen.com.tw/shop/70277
608574,?????????,24.66992401,121.761673,?????????166?,??????,1025,03-961-3828,45,18,18,18,17,2208418,60,http://www.ipeen.com.tw/shop/608574
46185,???-???,24.66956301,121.746494,?????????322?,????,115,03-951-2162,45,14,11,9,19,46450,39,http://www.ipeen.com.tw/shop/46185
30744,?????-????,24.67768001,121.766326,?????????97?,???????,47,03-955-3335,45,17,14,13,16,72765,67,http://www.ipeen.com.tw/shop/30744
121927,????????-???,24.754684,121.744579,?????????11?,????,272,0917-879-276,40,16,12,10,10,36884,317,http://www.ipeen.com.tw/shop/121927
52606,???????,24.67819101,121.774101,?????????110?,??????,54,03-956-6220,45,17,15,12,24,56234,80,http://www.ipeen.com.tw/shop/52606
61734,??3cats,24.74506601,121.743435,???????????187?,??????,295,03-932-1332,45,14,14,15,17,52892,89,http://www.ipeen.com.tw/shop/61734
75971,????,24.75899901,121.752698,?????????3?,??????,62,039-356-413,45,18,13,9,27,61789,141,http://www.ipeen.com.tw/shop/75971
973676,A?maze-????????,24.76995273,121.721113,??????????15?,???,307,03-922-9575,45,13,15,17,19,23684,75,http://www.ipeen.com.tw/shop/973676
91947,??????-??????,24.83100101,121.775448,?????????77?,??????,709,03-910-9988,45,16,17,15,18,85687,29,http://www.ipeen.com.tw/shop/91947
947638,?????,24.8577784,121.8224335,?????????9?,???,200,None,45,16,17,19,12,24348,224,http://www.ipeen.com.tw/shop/947638
44511,????,24.46636101,121.804388,???????????419?,?????,47,03-998-1150,45,16,15,13,19,41384,56,http://www.ipeen.com.tw/shop/44511
605852,????????,24.826498,121.773344,?????????1?,????,66,03-988-7276,45,15,12,9,22,18155,141,http://www.ipeen.com.tw/shop/605852
41384,????,24.82400902,121.7708,???????????208?,????,58,03-988-9658,45,14,14,12,21,66628,124,http://www.ipeen.com.tw/shop/41384
95400,????????-????,24.83560201,121.783362,???????????7?,??????,422,0918-717-288,45,14,11,12,23,62117,65,http://www.ipeen.com.tw/shop/95400
43805,????????,24.82827402,121.772027,?????????43?,????,1812,03-988-9889,45,12,14,13,19,172290,30,http://www.ipeen.com.tw/shop/43805
37265,????-????,24.81829801,121.769095,???????????43?,????,64,03-988-1060,45,14,12,11,18,50101,60,http://www.ipeen.com.tw/shop/37265
610094,??????,24.676486,121.771107,?????????6?2?,????,514,03-956-1807,45,19,15,17,18,46448,90,http://www.ipeen.com.tw/shop/610094
35919,???????,24.67297102,121.769103,?????????32?,????,46,03-955-0731,45,17,13,11,19,50555,80,http://www.ipeen.com.tw/shop/35919
930582,????,24.68221812,121.771086,???????????6?,????,245,0978-997-749,45,16,14,16,14,21575,97,http://www.ipeen.com.tw/shop/930582
1025190,???,24.6729289,121.7648919,?????????158?,??????,206,None,45,20,16,17,18,31388,95,http://www.ipeen.com.tw/shop/1025190
37855,?????,24.75440502,121.744841,?????????80?,???????,86,03-932-4532,45,16,13,12,17,99545,42,http://www.ipeen.com.tw/shop/37855
171,?????,24.67066401,121.751825,?????????87?2?,????,436,03-961-3877,45,17,12,13,20,105699,91,http://www.ipeen.com.tw/shop/171
49418,?????,24.59544702,121.850739,?????????47?,????,187,03-996-2018,45,13,11,9,26,42284,77,http://www.ipeen.com.tw/shop/49418
97556,gorogoro,24.75008301,121.752923,???????????187?25?,??????,197,03-932-6451,45,16,11,16,17,45615,170,http://www.ipeen.com.tw/shop/97556
46245,???,24.7581311,121.751552,?????????38?,????,54,None,45,16,13,10,21,57874,92,http://www.ipeen.com.tw/shop/46245
140779,????????,24.75885688,121.7585219,?????????15?,????,375,0913-051-491,45,15,17,17,13,40031,152,http://www.ipeen.com.tw/shop/140779
1050616,????????,24.6161284,121.8325815,?????????199?,????,1140,03-990-7779,45,16,16,15,15,3712223,39,http://www.ipeen.com.tw/shop/1050616
964490,????????,24.86867722,121.8320667,???????????750?,????,322,03-978-0599,45,15,13,19,10,26480,313,http://www.ipeen.com.tw/shop/964490
139543,??????,24.81827007,121.7946267,?????????16-21?,????,538,03-988-1792,45,19,15,14,14,150489,126,http://www.ipeen.com.tw/shop/139543
37670,????????,24.7524681,121.739979,?????????100?130?,????,132,03-936-2700,40,14,11,9,16,48827,102,http://www.ipeen.com.tw/shop/37670
42606,???,24.835818,121.784267,???????????26?,?????,290,03-988-3556,45,16,12,10,17,74875,40,http://www.ipeen.com.tw/shop/42606
149387,?????????,24.68005402,121.748843,???????????219?53?,????,500,03-961-3613,45,15,15,17,13,56731,112,http://www.ipeen.com.tw/shop/149387
925132,??????,24.67752101,121.767683,????????????????(????),???,41,None,45,15,13,12,19,22324,30,http://www.ipeen.com.tw/shop/925132
24630,???,24.856766,121.823055,?????????88?,???,45,03-977-1678,45,16,13,12,15,46734,53,http://www.ipeen.com.tw/shop/24630
1056662,????,24.6820301,121.7710331,???????????13?,???,120,03-954-7858,45,19,19,18,14,3570304,74,http://www.ipeen.com.tw/shop/1056662
39303,??????,24.6800813,121.767704,?????????146?,???????,294,03-955-7558,45,16,17,15,13,61644,38,http://www.ipeen.com.tw/shop/39303
24606,??????????-?????,24.82777801,121.77473,???????????171??1,???,251,03-988-8519,45,16,13,15,20,83352,48,http://www.ipeen.com.tw/shop/24606
128767,?????????,24.671877,121.751225,?????????90?61-1?,??????,655,03-961-1099,45,16,13,15,17,59338,76,http://www.ipeen.com.tw/shop/128767
627298,????????,24.67695501,121.766522,?????????37-5?,???,43,None,45,19,17,15,14,28988,97,http://www.ipeen.com.tw/shop/627298
62458,???????,24.82823161,121.7729491,???????????(?????????????),????,27,None,45,13,10,7,17,33979,126,http://www.ipeen.com.tw/shop/62458
969038,?????,24.70712702,121.771366,??????????????159?,???,59,0939-855-959,40,17,15,10,14,56991,122,http://www.ipeen.com.tw/shop/969038
979366,Mr-Brown-Café-?????-????????,24.8823636,121.8386536,?????????102?,???,148,03-969-9228,45,13,14,18,15,27885,261,http://www.ipeen.com.tw/shop/979366
56930,???????,24.59616001,121.850283,???????????98-2?,???,30,03-996-5858,40,12,11,10,18,174247,87,http://www.ipeen.com.tw/shop/56930
85454,???????,24.67601502,121.767815,?????????(????1109),????,35,None,45,18,14,13,10,17240,220,http://www.ipeen.com.tw/shop/85454
29174,???????,24.88764701,121.848281,???????????329?,????,520,03-978-2248,45,17,12,10,16,86155,73,http://www.ipeen.com.tw/shop/29174
49079,Mr-Brown-Café-?????-?????,24.82227101,121.786745,????????????44-5?,???,179,03-987-6928,45,15,13,17,14,66513,36,http://www.ipeen.com.tw/shop/49079
37856,?????,24.75847001,121.756035,?????????85?,????,62,03-936-2091,45,14,10,10,12,33412,225,http://www.ipeen.com.tw/shop/37856
73447,????????,24.67627032,121.7693013,??????????(??????????????),????,43,None,45,14,13,11,18,27603,58,http://www.ipeen.com.tw/shop/73447
151463,????????,24.74419702,121.750805,?????????16-1?,?????,36,None,45,18,13,11,10,19125,165,http://www.ipeen.com.tw/shop/151463
69129,?????,24.74919002,121.747852,???????????72?,?????,56,03-932-8958,45,15,14,11,13,52383,153,http://www.ipeen.com.tw/shop/69129
28883,????????,24.75721202,121.755793,?????????94??,????,42,03-936-4929,45,18,15,12,13,44627,156,http://www.ipeen.com.tw/shop/28883
606754,????,24.76275112,121.758233,?????????71?,????,41,03-932-7321,40,16,13,11,11,27813,200,http://www.ipeen.com.tw/shop/606754
37011,???????,24.67506701,121.769111,???????????199-201?,????,71,03-957-6660,45,16,13,11,12,32948,52,http://www.ipeen.com.tw/shop/37011
93968,???????,24.749094,121.750777,???????????145-1?,????,120,03-932-5623,0,0,0,0,6,8996579,5,http://www.ipeen.com.tw/shop/93968
612762,????????,24.72002142,121.7861604,???????????110?,????,205,0972-249-638,40,14,8,9,13,27053,102,http://www.ipeen.com.tw/shop/612762
56928,??????,24.581576,121.869391,?????????5?,????,487,03-995-5000,45,17,13,10,16,37794,70,http://www.ipeen.com.tw/shop/56928
144489,????,24.75072701,121.772215,?????????22-12?,???,59,03-937-0069,45,16,14,12,25,25503,49,http://www.ipeen.com.tw/shop/144489
1000936,????Happy-time,24.8138191,121.7940787,???????????406?,????,364,03-988-6211,45,16,15,20,16,36107,51,http://www.ipeen.com.tw/shop/1000936
96567,???????,24.82912802,121.769263,?????????86?,???????,151,03-987-3173,45,16,15,14,14,23982,69,http://www.ipeen.com.tw/shop/96567
46112,????,24.73072001,121.774648,?????????20-56?,????,381,03-925-1800,45,15,14,14,10,81135,56,http://www.ipeen.com.tw/shop/46112
49916,?-Link?????,24.75504001,121.748092,?????????58-2?,????,1393,03-936-8658,45,16,16,18,10,108097,199,http://www.ipeen.com.tw/shop/49916
609868,??????,24.6794961,121.766799,?????????236?,???????,115,03-956-0487,45,17,17,16,13,27597,26,http://www.ipeen.com.tw/shop/609868
